"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","Country of Domicile","Company Name"
"AEXFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AMINEX PLC ORD","United Kingdom","Aminex PLC"
"AEYE","OTC Link","27/10/2015","OTCQB","N","Common Stock","","AUDIOEYE INC","USA","AudioEye, Inc."
"AEYIF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","ARSENAL ENERGY INC","Canada","Arsenal Energy Inc."
"AFAN","OTC Link","27/10/2015","OTCQB","N","Common Stock","","AF OCEAN INVESTMENT MGMT","USA","AF Ocean Investment Management Co."
"AFAP","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AFA PROTECTIVE SYS INC","USA","AFA Protective Systems, Inc."
"AFBA","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","ALLIED FIRST BNCRP INC MD","USA","Allied First Bancorp, Inc."
"AFBG","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","AMERICAN FBR GREEN PRODS","USA","American Fiber Green Products, Inc."
"AFFMQ","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","AFFIRMATIVE INS HLDGS INC","USA","Affirmative Insurance Holdings, Inc."
"AFFU","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AFFLUENCE CORP","USA","Affluence Corp."
"AFFY","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AFFYMAX INC","USA","Affymax, Inc."
"AFGVY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AGFA GEVAERT NV UNSP/ADR","Belgium","Agfa-Gavaert NV"
"AFIPA","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","A","AMFI CORP A","USA","AMFI Corp."
"AFLYY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AIR FRANCE-KLM ADS","France","Air France-KLM"
"AFNL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AMTRUST FINANCIAL CORP","USA","AmTrust Financial Corp."
"AFOXY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AFRICAN OXYGEN UNSP/ADR","South Africa","African Oxygen, Ltd."
"AFPW","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","ALUMIFUEL POWER CORP NEW","USA","AlumiFuel Power Corp."
"AFRBY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AFRICAN RAINBOW MNR S/ADR","South Africa","African Rainbow Minerals Ltd."
"AFRMF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ALPHAFORM AG","Germany","Alphaform AG"
"AFRNF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AFREN PLC ORD","United Kingdom","Afren plc."
"AFRS","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AMER FIRST FINANCIAL INC","USA","American First Financial, Inc."
"AFRVY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AFRICAN BK INVST S/ADR","South Africa","African Bank Investments Ltd."
"AFSE","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ALL ENERGY CORP","USA","All Energy Corp"
"AFTC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ALTERNATIVE FUEL TECHS","USA","Alternative Fuel Technologies, Inc."
"AFTM","OTC Link","27/10/2015","OTCQB","N","Common Stock","","AFTERMASTER INC","USA","AfterMaster, Inc."
"AFYG","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AFFINITY GOLD CORP","USA","Affinity Gold Corp."
"AGBR","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","AGRIVEST AMERICAS INC","USA","AgriVest Americas, Inc."
"AGCZ","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","ANDES GOLD CORP","USA","Andes Gold Corp."
"AGDXF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ANTIOQUA GOLD INC","Canada","Antioquia Gold Inc"
"AGDY","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AGRI-DYNAMICS INC","USA","Agri-Dynamics, Inc."
"AGEEF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","APOGEE SILVER LTD ORD","Canada","Apogee Silver Ltd"
"AGESY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AGEAS NV S/ADR NEW","Belgium","ageas SA/NV"
"AGGI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ALLIED ENERGY INC","USA","Allied Energy, Inc."
"AGGX","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ANGIOGENEX INC","USA","AngioGenex, Inc."
"AGGZF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AG GROWTH INTL INC","Canada","AG Growth International Inc."
"AGHI","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","AGORA HOLDINGS INC","USA","Agora Holdings, Inc."
"AGIN","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","AMERICAN GRAPHITE TECHS","USA","American Graphite Technologies Inc."
"AGLNF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AGL ENERGY ORD","Australia","AGL Energy Ltd"
"AGLNY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AGL ENERGY UNSP/ADR","Australia","AGL Energy Ltd"
"AGLT","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ANGEL TELECOM CORP","Switzerland","Angel Telecom Corp."
"AGOAF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ABENGOA SA ABG/AC B","Spain","Abengoa S.A."
"AGODY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","ATLAS IRON LTD UNSP/ADR","Australia","Atlas Iron Ltd"
"AGPDY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AMER SPORTS CORP S/ADR","Finland","Amer Sports Oyi"
"AGPL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","APPLE GREEN HOLDING INC","Malaysia","Apple Green Holding, Inc."
"AGPPF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ANGLO PLATINUM LTD ORD","South Africa","Anglo American Platinum Ltd."
"AGPPY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","ANGLO AMER PLTNM UNSP/ADR","South Africa","Anglo American Platinum Ltd."
"AGPYF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AGILE PROPERTY HLDGS LTD","Hong Kong","Agile Property Holdings Ltd."
"AGPYY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AGILE PPTY HLDGS UNSP/ADR","Hong Kong","Agile Property Holdings Ltd."
"AGRN","OTC Link","27/10/2015","OTCQB","N","Common Stock","","AMERICA GREENER TECHS INC","USA","America Greener Technologies, Inc."
"AGRPY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","BARCLAYS AFRICA GRP S/ADR","South Africa","Barclays Africa Group Ltd"
"AGRS","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AGRISTAR INC","USA","Agristar, Inc."
"AGSM","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","SILVER STREAM MINING CORP","USA","Silver Stream Mining Corp."
"AGSO","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AGRISOLAR SOLUTIONS INC","USA","AgriSolar Solutions, Inc."
"AGTEF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AGTECH HOLDINGS LTD ORD","Hong Kong","Agtech Holdings Ltd."
"AGTK","OTC Link","27/10/2015","OTCQB","N","Common Stock","","AGRITEK HOLDINGS INC","USA","Agritek Holdings, Inc."
"AGTT","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ANGSTROM TECHNOLOGIES INC","USA","Angstrom Technologies, Inc."
"AGUNF","OTC Link","27/10/2015","OTC Pink Current","N","Fund","","ARCTIC GLACIER I/F/T UNIT","Canada","Arctic Glacier Income Fund"
"AGXKF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ANGLO ASIAN MNG PLC ORD","","Anglo Asian Mining Plc."
"AGXMF","OTC Link","27/10/2015","OTCQB","N","Ordinary Shares","","ARGENTEX MINING CORP","Canada","Argentex Mining Corp."
"AGXXF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AGT FOOD & INGREDIENT","Canada","AGT Food and Ingredients, Inc."
"AGYP","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","ALLIED ENERGY CORP","USA","Allied Energy Corporation"
"AGZNF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AEGEAN AIRLINES ORD","Greece","AEGEAN Airlines"
"AHAG","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ALPHA TECHS GROUP INC","USA","Alpha Technologies Group, Inc."
"AHBIF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ANHEUSER-BUSCH INBEV ORD","Belgium","Anheuser-Busch Inbev SA"
"AHCHF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ANHUI CONCH CEMENT","China","Anhui Conch Cement Co., Ltd."
"AHCHY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","ANHUI CONCH CEM UNSP/ADR","China","Anhui Conch Cement Co., Ltd."
"AHCP","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ANCHORAGE INTL HLDGS CORP","USA","Anchorage International Holdings Corp."
"AHEXY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","ADECCO S.A. UNSP/ADR","Switzerland","Adecco S.A."
"AHFD","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","ACTIVE HEALTH FOODS INC","USA","Active Health Foods, Inc."
"AHFP","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","ARTISANAL BRANDS INC","USA","Artisanal Brands, Inc."
"AHIT","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","AMERICAN HOUSING INC TR","USA","American Housing Income Trust, Inc."
"AHIX","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","ALUF HOLDINGS INC","USA","Aluf Holdings, Inc."
"AHKSY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","ASAHI KAISEI CRP UNSP/ADR","Japan","Asahi Kaisei Corp."
"AHLL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","AMERICAN HOME ALLIANCE CP","USA","American Home Alliance Corp."
"AHNR","OTC Link","27/10/2015","OTCQB","N","Common Stock","","ATHENA SILVER CORP","USA","Athena Silver Corp"
"AHODF","OTC Link","27/10/2015","OTCQX International Premier","N","Ordinary Shares","","KONINKLIJKE AHOLD NLG","The Netherlands","Koninklijke Ahold N.V."
"AHONY","OTC Link","27/10/2015","OTCQX International Premier","N","American Depository Receipts","","KONINKLIJKE AH S/ADR","The Netherlands","Koninklijke Ahold N.V."
"AHOTF","OTC Link","27/10/2015","OTCQX International","N","Units","","AMERICAN HOTEL I/P REIT","Canada","American Hotel Income Properties REIT LP"
"AHROQ","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ATHERONOVA INC","USA","Atheronova, Inc."
"AHWSF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ATHENS WTR&SWGE PUB EYDAP","Greece","Athens Water & Sewage Public Co. Eydap"
"AIAGY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AURUBIS AG UNSP/ADR","Germany","Aurubis Ag"
"AIBSF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ALLIED IRISH BANKS ORD","Ireland","Allied Irish Banks, P.L.C."
"AICAF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AIR CHINA LTD H SHS","China","Air China, Ltd."
"AICIQ","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ACCEPTANCE INS COS INC","USA","Acceptance Insurance Companies, Inc."
"AICPQ","OTC Link","27/10/2015","OTC Pink No Information","N","Preferred Stock","","AICI CAP TR PFD SECS","USA","AICI Capital Trust"
"AIDA","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AIDA PHARMACEUTICALS INC","China","AIDA Pharmaceuticals, Inc."
"AIDC","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","AI DOCUMENT SERVICES INC","USA","AI Document Services, Inc."
"AIFLY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AIFUL CORP UNSP/ADR","Japan","Aiful Corp."
"AIFS","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","AGENT INFORMATION SFTWRE","USA","Agent Information Software, Inc."
"AIGI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","ARTISTMSS INTL GROUP INC","USA","Artistmss International Group, Inc."
"AILFQ","OTC Link","27/10/2015","OTC Pink No Information","N","Ordinary Shares","","LEXICON BUILDING SYSTEMS","USA","Lexicon Building Systems Ltd."
"AILIH","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS 4.08 PFD","USA","Ameren Illinois Company"
"AILIM","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS 4.70 PFD","USA","Ameren Illinois Company"
"AILIN","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS 4.42 PFD","USA","Ameren Illinois Company"
"AILIO","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS 4.26 PFD","USA","Ameren Illinois Company"
"AILIP","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS  4.20 PFD","USA","Ameren Illinois Company"
"AILLI","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS CO 5.16PR","USA","Ameren Illinois Company"
"AILLL","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS 6.625D/S","USA","Ameren Illinois Company"
"AILLM","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS CO 4.92PR","USA","Ameren Illinois Company"
"AILLN","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS CO 4.90PR","USA","Ameren Illinois Company"
"AILLO","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS CO 4.25PR","USA","Ameren Illinois Company"
"AILLP","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS 4 PFD","USA","Ameren Illinois Company"
"AILNP","OTC Link","27/10/2015","OTCQB","N","Preferred Stock","","AMEREN ILLINOIS CO7.75PFD","USA","Ameren Illinois Company"
"AIMH","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AIMRITE HOLDINGS CORP","USA","AimRite Holdings Corp."
"AINSF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AINSWORTH GAME TECH LTD","Australia","Ainsworth Game Technology Ltd."
"AIOAF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","SAROSSA PLC ORD","United Kingdom","Sarossa PLC"
"AIOCF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AVIGILON CORP","Canada","Avigilon Corp"
"AIOYY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","ASCIANO LTD S/ADR","Australia","Asciano Ltd."
"AIPUY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AIRPORT OF THLND UNSP/ADR","Thailand","Airports of Thailand Public Co., Ltd."
"AIQUF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","L'AIR LIQUIDE ORD","France","L'Air Liquide SA"
"AIQUY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","L'AIR LIQUIDE SA UNSP/ADR","France","L'Air Liquide SA"
"AIRO","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AIRSPAN NETWORKS INC","USA","Airspan Networks, Inc."
"AIRW","OTC Link","27/10/2015","OTCQB","N","Common Stock","","AIRWARE LABS CORP","USA","Airware Labs Corp."
"AIRYY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AIR CHINA LTD S/ADR","China","Air China, Ltd."
"AISCF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","KERR MINES INC NEW","Canada","Kerr Mines Inc."
"AITG","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AIR TRANSPORT GRP HLDGS","Russia","Air Transport Group Holdings, Inc."
"AIVAF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AVIVA PLC ORD","United Kingdom","Aviva Plc"
"AIVI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AIVTECH INTL GROUP CO","China","Aivtech International Group Co."
"AIVN","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","AMER INTL VENTURES INC","USA","American International Ventures, Inc."
"AIXXF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AIXTRON SE NAMEN AKT","Germany","Aixtron SE"
"AJAC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","AJA CANNAFACTURING INC","USA","Aja Cannafacturing, Inc."
"AJBI","OTC Link","27/10/2015","OTCQB","N","Common Stock","","AMI JAMES BRANDS INC","USA","Ami James Brands, Inc."
"AJGH","OTC Link","27/10/2015","OTCQB","N","Common Stock","","AJ GREENTECH HLDGS LTD","USA","AJ Greentech Holdings Ltd."
"AJINY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AJINOMOTO CO UNSP/ADR","Japan","Ajinomoto Co., Inc."
"AJSB","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","AJS BANCORP INC","USA","AJS Bancorp, Inc."
"AJXGF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AGJUNCTION INC ORD","USA","AgJunction Inc"
"AKABY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","ALK ABELLO A S S/ADR","Denmark","Alk Abello AS"
"AKAVF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","PHOENIX METALS CORP","Canada","Phoenix Metals Corporation"
"AKBIF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AKEBONO BRAKE INDUS ORD","Japan","Akebono Brake Industries"
"AKBIY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AKEBONO BRAKE INDUS S/ADR","Japan","Akebono Brake Industries"
"AKBTY","OTC Link","27/10/2015","OTCQX International Premier","N","American Depository Receipts","","AKBANK T/A/S S/ADR","Turkey","Akbank Turk Anonim Sirketi"
"AKDS","OTC Link","27/10/2015","OTCQB","N","Common Stock","","ARKADOS GROUP INC","USA","Arkados Group, Inc."
"AKKVF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AKASTOR ASA ASA","Norway","AKASTOR ASA ASA"
"AKKVY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","AKASTOR ASA  UNSP/ADR","Norway","AKASTOR ASA ASA"
"AKRFF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","ACKROO INC","Canada","Ackroo, Inc."
"AKRRF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","AKER PHILADELPHIA SHIPYAR","Norway","Aker Philadelphia Shipyard Asa"
"AKRYY","OTC Link","27/10/2015","OTC Pink No Information","N","American Depository Receipts","","AKER SOLTNS ASA UNSP/ADR","Norway","Aker Solutions ASA"
"AKTS","OTC Link/BB","27/10/2015","OTCQB","N","Common Stock","","AKOUSTIS TECHNOLOGIES INC","USA","Akoustis Technologies, Inc."
"AKVA","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","ARKANOVA ENERGY CORP","USA","Arkanova Energy Corp."
"AKZOF","OTC Link","27/10/2015","OTCQX International Premier","N","Ordinary Shares","","AKZO NOBEL NV ORD","The Netherlands","Akzo Nobel N.V."
